Ticker,Name,Exchange,Category Name,Country
OMC.SG,Oracle Mining Corp,STU,,Germany
MSF.HA,"MICROSOFT DL-,00000625",HAN,Business Software & Services,Germany
RV2.BE,RV2.BE,BER,,Germany
RSM.BE,RESOLUTE MINING,BER,,Germany
MKY.SG,Mobile Telesystems PJSC Reg.Sha,STU,,Germany
MKY.BE,MOBILE TELESYSTEMS ADR/2,BER,,Germany
MKV.BE,MARKEL CORP.,BER,,Germany
MKSF.EX,MARKS & SPENCER,EUX,,Germany
VSU.BE,"VILLAGE SUPER MARKET, INC",BER,,Germany
MKT.MU,MKS INSTRUMENTS INC.,MUN,,Germany
MKN1.SG,Semiconductor Manufacturing International Corporation,STU,,Germany
MKM.BE,MACA LTD,BER,,Germany
MKT.SG,MKS INSTRUMENTS INC. Registered,STU,,Germany
MKQ.BE,"MITEK SYS INC. DL-,001",BER,,Germany
MLP.SG,Compagnie Générale des Etablissements Michelin,STU,Asset Management,Germany
MLT.BE,MYCRONIC AB SK 1,BER,,Germany
MLP.MU,MLP AG,MUN,Asset Management,Germany
MLP.BE,MLP AG,BER,Asset Management,Germany
MLP.HM,MLP AG,HAM,,Germany
MLU.BE,MANULIFE FINANCIAL CORP.,BER,,Germany
MLP.DU,MLP AG,DUS,Asset Management,Germany
MLT.SG,Mycronic AB Namn-Aktier SK 1,STU,,Germany
MLU.MU,MANULIFE FINANCIAL CORP.,MUN,,Germany
MMR.BE,MARIFIL MINES LTD,BER,,Germany
4QX.BE,MMP RESOURCES LTD.,BER,,Germany
MMT.BE,"METROPOLE TV INH. EO-,40",BER,,Germany
MMS.BE,MAINSTREAM MINERALS CORP.,BER,,Germany
MM2.DU,"MINES MANAGEMENT DL-,001",DUS,,Germany
MMM.SG,"3M Co. Registered Shares DL -,0",STU,Diversified Machinery,Germany
MMM.HA,"3M CO. DL-,01",HAN,Diversified Machinery,Germany
MMT.MU,"METROPOLE TV INH. EO-,40",MUN,,Germany
MM4.BE,METALLICA MINERALS LTD.,BER,,Germany
MMM.HM,"3M CO. DL-,01",HAM,,Germany
MMX.MU,"MARTIN MAR. MAT. DL-,01",MUN,,Germany
MMM.DU,"3M CO. DL-,01",DUS,Diversified Machinery,Germany
MMM.MU,"3M CO. DL-,01",MUN,Diversified Machinery,Germany
MMY.SG,MAXIMUS INC. Registered Shares,STU,,Germany
4QX.HM,MMP RESOURCES LTD.,HAM,,Germany
PXU.MU,MNP PETROLEUM CORP.DL-001,MUN,,Germany
9PM.BE,PRIMERO MINING CORP.,BER,,Germany
MNMA.DU,MANTECH INTERN.CORP. A,DUS,,Germany
MNQ.SG,Montupet SA,STU,,Germany
9PM.MU,PRIMERO MINING CORP.,MUN,,Germany
MN2.SG,MN2.SG,STU,,Germany
2MN.SG,2MN.SG,STU,,Germany
M2S.BE,MNF GROUP LTD.,BER,,Germany
MNM.MU,MNM.MU,MUN,,Germany
MN3.SG,"Man Group PLC Reg. Shares DL -,",STU,,Germany
WC7.MU,WALLBRIDGE MINING CO.,MUN,,Germany
9PM.SG,Primero Mining Corp. Registered,STU,,Germany
MNV6.BE,MAINOVA AG O.N.,BER,,Germany
3HG.MU,CHINA MINERALS MINING,MUN,,Germany
MNG.SG,MANITOWOC CO. INC. Registered S,STU,,Germany
MN3.BE,MAN GROUP PLC DL-03428571,BER,,Germany
NIM1.BE,VICTORY MOUNT. VENTURES,BER,,Germany
PXU.SG,MNP Petroleum Corp. Registered,STU,,Germany
MNSN.BE,"MICRONAS HLDG NA SF 0,05",BER,,Germany
4CX1.BE,CARMAX MINING CORP.,BER,,Germany
3PZ1.BE,PZENA INV.MANAG. CL A,BER,,Germany
UR2.BE,OROSUR MINING INC.,BER,,Germany
MOJB.BE,M1 LTD. O.N.,BER,,Germany
23M.BE,"MOBILELRON INC. DL-,0001",BER,,Germany
0ME.SG,Mobileye N.V. Aandelen op naam,STU,,Germany
P5Z.BE,PELE MOUNTAIN RESOURCES,BER,,Germany
M09.SG,"Mota-Engil, SGPS, SA",STU,,Germany
TL0.BE,"TESLA INC. DL -,001",BER,,Germany
M4G.BE,"MOBILE STREAMS LS-,002",BER,,Germany
MOR.HM,MORPHOSYS AG O.N.,HAM,,Germany
17M.BE,"MOELIS+CO. A DL-,01",BER,,Germany
0ME.BE,"MOBILEYE N.V. EO -,01",BER,,Germany
MR2.BE,"MONRO INC. DL -,01",BER,,Germany
MOR.DU,MORPHOSYS AG O.N.,DUS,Biotechnology,Germany
23M.MU,"MOBILELRON INC. DL-,0001",MUN,,Germany
02M.MU,"MOSAIC CO. DL-,01",MUN,,Germany
MZP.DU,"MORRISON SUPERMKTS LS-,10",DUS,,Germany
UMD.DE,UMT UTD MOB.TECHN.AG,GER,,Germany
UMD.SG,UMT Utd Mobility Technology AGI,STU,,Germany
MTLA.HM,"MOTOROLA SOLUTIONS DL-,01",HAM,,Germany
KYC.MU,"MONDI PLC EO -,20",MUN,,Germany
TATB.SG,Tata Motors Ltd. Reg.Shares (Sp,STU,Auto Manufacturers - Major,Germany
MWK.SG,MOHAWK INDUSTRIES INC. Register,STU,,Germany
MOO.SG,MONSANTO CO. Registered Shares,STU,Agricultural Chemicals,Germany
THM.BE,TAYLOR MORRISON HOME A,BER,,Germany
N1M.HM,NET MOBILE AG O.N.,HAM,,Germany
MWK.MU,"MOHAWK INDS INC. DL-,01",MUN,,Germany
SP8.BE,"SPARTAN MOTORS DL-,01",BER,,Germany
MTLA.MU,"MOTOROLA SOLUTIONS DL-,01",MUN,,Germany
SRU.BE,STAND. MOTOR PROD. DL 2,BER,,Germany
9MO.MU,"NEO PERFORM.MAT. DL-,001",MUN,,Germany
9M1N.SG,MoneyGram International Inc. Re,STU,,Germany
NQG.SG,Monolithic Power Systems Inc. R,STU,,Germany
COQ.MU,COPPER MOUNTAIN MINING,MUN,,Germany
MOJB.MU,M1 LTD. O.N.,MUN,,Germany
MOR.SG,MORPHOSYS AG Inhaber-Aktien o.N,STU,Biotechnology,Germany
MO7.DU,MOD. TIMES GRP M B,DUS,,Germany
MZP.DE,Wm. Morrison Supermarkets plc,GER,,Germany
NY7.DU,"MOLSON COORS B DL 0,01",DUS,,Germany
MO0.SG,Mogo Finance Technology Inc. Re,STU,,Germany
TMW.MU,TMW.MU,MUN,,Germany
NY7.SG,Molson Coors Brewing Co. Regist,STU,,Germany
COQ.SG,Copper Mountain Mining Corp. Re,STU,,Germany
9MO.BE,9MO.BE,BER,,Germany
MTLA.SG,Motorola Solutions Inc. Registe,STU,,Germany
23M.SG,MobileIron Inc. Registered Shar,STU,,Germany
MZP.SG,"MORRISON SUPERMARKETS PLC, WM.R",STU,,Germany
MOR.BE,MORPHOSYS AG O.N.,BER,Biotechnology,Germany
TL0.HA,"TESLA INC. DL -,001",HAN,,Germany
5TJ.SG,Computer Modelling Group Ltd. R,STU,,Germany
P5Z.SG,Pele Mountain Resources Inc. Re,STU,,Germany
MZP.BE,"MORRISON SUPERMKTS LS-,10",BER,,Germany
COQ.BE,COPPER MOUNTAIN MINING,BER,,Germany
4I1.DE,Philip Morris International Inc.,GER,"Tobacco Products, Other",Germany
9MO.SG,9MO.SG,STU,,Germany
TL0.DU,"TESLA INC. DL -,001",DUS,,Germany
TMW.HM,"MONSTER WORLDWIDE DL-,001",HAM,,Germany
4OH2.BE,MONSTER URANIUM,BER,,Germany
0ME.MU,"MOBILEYE N.V. EO -,01",MUN,,Germany
02M.SG,"Mosaic Co., The Registered Shar",STU,,Germany
MRS.MU,"MORNINGSTAR INC. DL-,01",MUN,,Germany
TL0.MU,"TESLA INC. DL -,001",MUN,,Germany
MOR.HA,MORPHOSYS AG O.N.,HAN,Biotechnology,Germany
MOO.HM,"MONSANTO CO. DL-,01",HAM,,Germany
N1M.DU,N1M.DU,DUS,,Germany
MO7.BE,MOD. TIMES GRP M B,BER,,Germany
S5GM.DE,Montan Mining Corp.,GER,,Germany
TMW.BE,TMW.BE,BER,,Germany
39M.BE,"MONEYSUPERMARKET LS-,02",BER,,Germany
MRO.BE,MOSENERGO ADR/50 RL 1,BER,,Germany
MTLA.DU,"MOTOROLA SOLUTIONS DL-,01",DUS,,Germany
MOO.MU,"MONSANTO CO. DL-,01",MUN,Agricultural Chemicals,Germany
D7Q1.DU,MONUMENT MINING LTD,DUS,,Germany
2NQA.BE,NQ MOBILE INC. ADR A/5,BER,,Germany
MV4.SG,MOVADO GROUP INC. Registered Sh,STU,,Germany
MOJB.SG,M1 Ltd. Reg. Shares o.N.,STU,,Germany
2NS.MU,"NATIONST.MOR.HLDGS DL-,01",MUN,,Germany
MO7A.BE,MOOG INC. CL.A DL 1,BER,,Germany
02M.BE,"MOSAIC CO. DL-,01",BER,,Germany
M09.DU,MOTA-ENGIL INH. EO 1,DUS,,Germany
8MP.DU,MONADELPHOUS GROUP LTD.,DUS,,Germany
UMD.BE,UMT UTD MOB.TECHN.AG,BER,,Germany
MOS.BE,ORANGE BELGIUM S.A.,BER,Wireless Communications,Germany
MO1.BE,MOLOPO ENERGY LTD.,BER,,Germany
SNB1.SG,"Socket Mobile, Inc.",STU,,Germany
MO7A.MU,MOOG INC. CL.A DL 1,MUN,,Germany
TMW.DU,"MONSTER WORLDWIDE DL-,001",DUS,,Germany
MPN.SG,Marathon Petroleum Corporation,STU,,Germany
MPCK.BE,MPC MUENCH.PET.CAP.,BER,Asset Management,Germany
MPCK.MU,MPC MUENCH.PET.CAP.,MUN,Asset Management,Germany
MPN.BE,"MARATHON PETROLEUM DL-,01",BER,,Germany
MPRK.BE,MAIER + PARTNER O.N.,BER,,Germany
MPS.DU,MUEHL PROD. + SERV. O.N.,DUS,,Germany
MPW.SG,ManpowerGroup Inc. Registered S,STU,,Germany
MPS.SG,MUEHL PRODUCT & SERVICE AG Inha,STU,,Germany
MPRK.DU,MAIER + PARTNER O.N.,DUS,,Germany
M0X.BE,MPLX L.P. UTS,BER,,Germany
MPW.MU,"MANPOWERGROUP INC. DL-,01",MUN,,Germany
M0X.SG,MPLX L.P. Reg.Uts repr.Ltd Part,STU,,Germany
MPCK.HA,MPC MUENCH.PET.CAP.,HAN,Asset Management,Germany
MPCK.SG,MPCK.SG,STU,Asset Management,Germany
MPS.BE,MUEHL PROD. + SERV. O.N.,BER,,Germany
MPV.MU,MEDIBANK PRIVATE LTD,MUN,,Germany
MPCK.DU,MPC MUENCH.PET.CAP.,DUS,Asset Management,Germany
MP6.SG,Merrimack Pharmaceuticals Inc.R,STU,,Germany
MQ8.MU,MAG SILVER CORP.,MUN,,Germany
MQG.HM,MEDUSA MINING LTD,HAM,,Germany
MQG.SG,Medusa Mining Ltd. Registered S,STU,,Germany
MQ8.BE,MAG SILVER CORP.,BER,,Germany
MQ3.SG,"MACDONALD, DETTWILER+ASS. LTD.R",STU,,Germany
MQY.BE,DELPHI ENERGY CORP.,BER,,Germany
MQG.BE,MEDUSA MINING LTD,BER,,Germany
4I1.BE,PHILIP MORRIS INTL INC.,BER,"Tobacco Products, Other",Germany
MRR.BE,"TRINITY MIRROR PLC LS-,10",BER,,Germany
4I1.MU,PHILIP MORRIS INTL INC.,MUN,"Tobacco Products, Other",Germany
MRK.SG,MERCK KGAA Inhaber-Aktien o.N.,STU,Drugs - Generic,Germany
MRK.DU,MERCK KGAA O.N.,DUS,Drugs - Generic,Germany
4I1.SG,Philip Morris Internat. Inc. Re,STU,"Tobacco Products, Other",Germany
MRD.BE,MEDALLION RES LTD,BER,,Germany
4I1.DU,PHILIP MORRIS INTL INC.,DUS,"Tobacco Products, Other",Germany
MRY.SG,Mercury NZ Ltd. Registered Shar,STU,,Germany
MRR.SG,TRINITY MIRROR PLC Registered S,STU,,Germany
3HM.BE,"MSCI INC. A DL-,01",BER,,Germany
MSF.SG,MICROSOFT CORP. Registered Shar,STU,Business Software & Services,Germany
MSF.MU,"MICROSOFT DL-,00000625",MUN,Business Software & Services,Germany
MSQ.MU,MASCO CORP. DL 1,MUN,,Germany
MSQ.SG,MASCO CORP. Registered Shares D,STU,,Germany
MS5.SG,Super Micro Computer Inc. Regis,STU,,Germany
MSAG.DE,MS Industrie AG,GER,,Germany
MSPA.SG,Maroc Telecom Actions au Porteu,STU,,Germany
MSQ.DU,MASCO CORP. DL 1,DUS,,Germany
MSPA.MU,MAROC TELECOM INH. DH 6,MUN,,Germany
MSPA.BE,MAROC TELECOM INH. DH 6,BER,,Germany
MSAG.DU,MS INDUSTRIE AG,DUS,,Germany
MSAG.SG,MS Industrie AG Inhaber-Aktien,STU,,Germany
MSAG.MU,MS INDUSTRIE AG,MUN,,Germany
MSAG.BE,MS INDUSTRIE AG,BER,,Germany
P6MA.BE,PLATINUM GROUP METALS LTD,BER,,Germany
MTO.MU,METTLER-TOLEDO INTL,MUN,,Germany
7SU.MU,"SUMMIT MAT.INC.C.A DL-,01",MUN,,Germany
MTE.MU,"MICRON TECHN. INC. DL-,10",MUN,Semiconductor- Memory Chips,Germany
MTZ.DU,"M AND T BANK CORP. DL-,50",DUS,,Germany
MT7.MU,"MTS SYST. DL -,25",MUN,,Germany
MT1.SG,MT1.SG,STU,,Germany
MTE.SG,MICRON TECHNOLOGY INC. Register,STU,Semiconductor- Memory Chips,Germany
MTN1.MU,MAHANAGAR TELE NIG. ADR/2,MUN,,Germany
MTE.DU,"MICRON TECHN. INC. DL-,10",DUS,Semiconductor- Memory Chips,Germany
7M2.BE,"INVESCO MORTGA.CAP.DL-,01",BER,,Germany
MTA.DU,WAERTSILAE,DUS,,Germany
P6MA.SG,Platinum Group Metals Ltd. Regi,STU,,Germany
MTA.SG,ArcelorMittal,STU,,Germany
MTE.HM,"MICRON TECHN. INC. DL-,10",HAM,,Germany
1MU.BE,"MURPHY USA INC. DL-,01",BER,,Germany
MUB.BE,MUEHLBAUER HOLD.AG O.N.,BER,Computer Based Systems,Germany
MUQ.MU,MURPHY OIL CORP. DL 1,MUN,,Germany
MUV2.DU,MUENCH.RUECKVERS.VNA O.N.,DUS,Property & Casualty Insurance,Germany
MUV2.HA,MUENCH.RUECKVERS.VNA O.N.,HAN,Property & Casualty Insurance,Germany
M4N.SG,Muehlhan AG Inhaber-Aktien o.N.,STU,Pollution & Treatment Controls,Germany
MUT.SG,MUT.SG,STU,,Germany
MUY.SG,MULBERRY GROUP PLC Registered S,STU,,Germany
MUB.MU,MUEHLBAUER HOLD.AG O.N.,MUN,Computer Based Systems,Germany
MUX.BE,MUTARES AG,BER,Asset Management,Germany
MUB.HM,MUEHLBAUER HOLD.AG O.N.,HAM,,Germany
MUQ.BE,MURPHY OIL CORP. DL 1,BER,,Germany
M4N.BE,MUEHLHAN O.N.,BER,Pollution & Treatment Controls,Germany
MUY.BE,"MULBERRY GRP PLC LS-,05",BER,,Germany
MUT3.SG,MUT3.SG,STU,,Germany
NGU.MU,MUNDORO CAPITAL INC.,MUN,,Germany
9MU.BE,MULLEN GROUP LTD,BER,,Germany
MUM.HM,MENSCH UND MASCH.O.N.,HAM,,Germany
MUE.HM,3D OIL LTD,HAM,,Germany
MUB.DE,Mühlbauer Holding AG & Co. Kommanditgesellschaft auf Aktien,GER,Computer Based Systems,Germany
M4N.HM,MUEHLHAN O.N.,HAM,,Germany
MUQ.SG,MURPHY OIL CORP. Registered Sha,STU,,Germany
MUM.SG,Mensch u. Maschine Software SEI,STU,Business Services,Germany
NMTB.BE,"NATION MULTIM.-FGN-BA-,53",BER,,Germany
MUV2.MU,MUENCH.RUECKVERS.VNA O.N.,MUN,Property & Casualty Insurance,Germany
MUV2.BE,MUENCH.RUECKVERS.VNA O.N.,BER,Property & Casualty Insurance,Germany
MUQ.DU,MURPHY OIL CORP. DL 1,DUS,,Germany
MUM.BE,MENSCH UND MASCH.O.N.,BER,Business Services,Germany
M4N.MU,MUEHLHAN O.N.,MUN,Pollution & Treatment Controls,Germany
MUM.DU,MENSCH UND MASCH.O.N.,DUS,Business Services,Germany
MUB.SG,MUB.SG,STU,Computer Based Systems,Germany
MUV2.HM,MUENCH.RUECKVERS.VNA O.N.,HAM,,Germany
MUF.MU,MANCHESTER UTD (NEW) A,MUN,,Germany
6MU.HM,MUSGRAVE MINERALS LTD,HAM,,Germany
MUV2.SG,MUENCHENER RUECKVERS.-GES. AG V,STU,Property & Casualty Insurance,Germany
TC2A.SG,TCL Multimedia Technology Holdings Limited,STU,,Germany
M4N.DU,MUEHLHAN O.N.,DUS,Pollution & Treatment Controls,Germany
MVX.MU,TATA STEEL(TH)-NVDR- BA 1,MUN,,Germany
C1V.BE,MVISE AG O.N.,BER,Wireless Communications,Germany
MVV1.MU,MVV ENERGIE AG NA O.N.,MUN,Diversified Utilities,Germany
MVV1.DU,MVV ENERGIE AG NA O.N.,DUS,Diversified Utilities,Germany
MVR.SG,MEDIVIR AB Namn-Aktier B SK 10,STU,,Germany
MV3.SG,Mincor Resources NL Registered,STU,,Germany
MVX.BE,TATA STEEL(TH)-NVDR- BA 1,BER,,Germany
MVV1.BE,MVV ENERGIE AG NA O.N.,BER,Diversified Utilities,Germany
MV3.DU,MINCOR RESOURCES NL,DUS,,Germany
C1V.DU,MVISE AG O.N.,DUS,Wireless Communications,Germany
MVV1.HA,MVV ENERGIE AG NA O.N.,HAN,Diversified Utilities,Germany
MVX.SG,Tata Steel (Thailand) PCL Reg.,STU,,Germany
MV3.HM,MINCOR RESOURCES NL,HAM,,Germany
MVIN.BE,"MICROVISION NEW DL -,001",BER,,Germany
MVIN.DU,"MICROVISION NEW DL -,001",DUS,,Germany
MW1A.SG,MATTHEWS INTERNATIONAL CORP. Re,STU,,Germany
MWDA.BE,"RESTORE PLC LS -,05",BER,,Germany
MWZ.SG,METLIFE INC. Registered Shares,STU,,Germany
MWZ.DU,"METLIFE INC. DL-,01",DUS,,Germany
MXR.BE,MAWSON RES (NEW),BER,,Germany
4FV.BE,GRUPO SIMEC S.A.B. B,BER,,Germany
4FO.MU,INDS PENOLES S.A.B.DE C.V,MUN,,Germany
MXE.SG,MiMedx Group Inc. Registered Sh,STU,,Germany
4GF.BE,GRUPO CARSO NOM. A-1,BER,,Germany
4FN.BE,GRUPO FINANCIER.BANORTE O,BER,,Germany
MXW.BE,"MAXWELL TECHS INC. DL-,01",BER,,Germany
MXR.MU,MAWSON RES (NEW),MUN,,Germany
OSOB.MU,ORGANIZ.SORIANA S.A.B. B,MUN,,Germany
4FO.SG,4FO.SG,STU,,Germany
MXI.MU,MAXIM INTEGR.PRODS DL-001,MUN,,Germany
4FO.BE,INDS PENOLES S.A.B.DE C.V,BER,,Germany
MXH.DU,MAX AUTOMATION AG O.N.,DUS,,Germany
4FN.MU,GRUPO FINANCIER.BANORTE O,MUN,,Germany
MXI.BE,MAXIM INTEGR.PRODS DL-001,BER,,Germany
MXW.SG,MAXWELL TECHNOLOGIES INC. Regis,STU,,Germany
OSOB.BE,ORGANIZ.SORIANA S.A.B. B,BER,,Germany
4FN.SG,Grupo Financ.Banorte SAB de CVR,STU,,Germany
4FV.MU,GRUPO SIMEC S.A.B. B,MUN,,Germany
TLV1.MU,"GRUPO TELEVISA CPO A,L,D",MUN,,Germany
3G3B.BE,GRUMA SAB DE CV B,BER,,Germany
4GP.MU,URBI DESARROLLOS URBANOS,MUN,,Germany
4GP.BE,URBI DESARROLLOS URBANOS,BER,,Germany
MX5.MU,METHANEX CORP.,MUN,,Germany
TLV1.BE,"GRUPO TELEVISA CPO A,L,D",BER,,Germany
5OH.BE,OHL MEXICO S.A.B. DE C.V.,BER,,Germany
MXE.BE,"MIMEDX GROUP INC. DL-,001",BER,,Germany
6MY.SG,Mylan N.V. Aandelen aan toonder,STU,,Germany
6MY.MU,"MYLAN N.V. EO -,01",MUN,,Germany
MY3.HM,ENERJI LTD,HAM,,Germany
6MY.BE,"MYLAN N.V. EO -,01",BER,,Germany
MYH.BE,"MYTILINEOS HLD NA EO 0,97",BER,,Germany
MYH.SG,MYTILINEOS HOLDINGS S.A. Namens,STU,,Germany
6MY.DU,"MYLAN N.V. EO -,01",DUS,,Germany
E5C.SG,Myriad Group AG Namens-Aktien S,STU,,Germany
30M.SG,Myer Holdings Ltd. Registered S,STU,,Germany
MZN.SG,"MEDICINES CO., THE Registered S",STU,,Germany
MZX.BE,MASTERFLEX O.N.,BER,Rubber & Plastics,Germany
MZ4.DU,"MITIE GRP PLC LS-,025",DUS,,Germany
MZX.HM,MASTERFLEX O.N.,HAM,,Germany
N7E.BE,NATURAL COOL HLDGS LTD,BER,,Germany
45E.BE,"NATERA INC. DL-,0001",BER,,Germany
8NSK.MU,NANOSTRUCK TECHNOLOGIES,MUN,,Germany
NNGE.DU,NATIONAL GRID PLC NEW,DUS,,Germany
N7E.DU,NATURAL COOL HLDGS LTD,DUS,,Germany
50N.SG,Naturally Splendid Enterpr.LtdR,STU,,Germany
NNS.MU,COREO AG O.N.,MUN,Asset Management,Germany
NBP.DU,"NATIXIS S.A. INH. EO 11,2",DUS,,Germany
NO8.MU,"NATL OILWELL VARCO DL-,01",MUN,,Germany
N2F.DU,NANOFOCUS O.N.,DUS,Scientific & Technical Instruments,Germany
NN6.HM,NANOREPRO AG,HAM,,Germany
TB5.BE,TRIMBLE INC.,BER,,Germany
8NN.SG,Nordic Nanovector ASA Navne-Aks,STU,,Germany
NAQ.SG,Nasdaq Inc. Registered Shares D,STU,,Germany
TB5.MU,TRIMBLE INC.,MUN,,Germany
NAI.MU,NIC INC.,MUN,,Germany
N2F.SG,NanoFocus AG Inhaber-Aktien o.N,STU,Scientific & Technical Instruments,Germany
F1EF.BE,FIDELITY NATL FINL. FNF,BER,,Germany
3Z6.BE,NATTOPHARMA ASA NK 3,BER,,Germany
NNM.BE,NANOMETRICS INC.,BER,,Germany
7NR.BE,NAMIBIA RARE EARTHS INC.,BER,,Germany
N1A.BE,NAVAMEDIC ASA NK 1,BER,,Germany
LI5.HM,LIQUEFIED NATURAL GAS LTD,HAM,,Germany
NAGE.DU,"NATL BK GREECE NAM.EO-,30",DUS,,Germany
WA9.SG,WABASH NATIONAL CORP. Registere,STU,,Germany
NO8.BE,"NATL OILWELL VARCO DL-,01",BER,,Germany
N7E.MU,NATURAL COOL HLDGS LTD,MUN,,Germany
NAI.DU,NIC INC.,DUS,,Germany
3VNA.BE,VANGUARD NATURAL RES. UTS,BER,,Germany
NAQ.MU,"NASDAQ INC. DL -,01",MUN,,Germany
NN6.BE,NANOREPRO AG,BER,Medical Laboratories & Research,Germany
LI5.DU,LIQUEFIED NATURAL GAS LTD,DUS,,Germany
NA6A.BE,NACCO IND. INC. -A- DL 1,BER,,Germany
NTG.SG,Nabaltec AG Inhaber-Aktien o.N.,STU,Chemicals - Major Diversified,Germany
TB5.SG,Trimble Inc. Registered Shares,STU,,Germany
LI5.BE,LIQUEFIED NATURAL GAS LTD,BER,,Germany
NN6.SG,NanoRepro AG Inhaber-Aktien o.N,STU,Medical Laboratories & Research,Germany
N7E.HM,NATURAL COOL HLDGS LTD,HAM,,Germany
NAI.SG,NIC Inc. Registered Shares o.N.,STU,,Germany
PNK.BE,"PIONEER NATURAL DL-,01",BER,,Germany
PNK.SG,PIONEER NATURAL RESOURCES CO. R,STU,,Germany
NNS.SG,Coreo AG Inhaber-Aktien o.N.,STU,Asset Management,Germany
NAGE.BE,"NATL BK GREECE NAM.EO-,30",BER,,Germany
OQS.BE,NANOSONICS LTD,BER,,Germany
N2F.MU,NANOFOCUS O.N.,MUN,Scientific & Technical Instruments,Germany
NNGE.MU,NATIONAL GRID PLC NEW,MUN,,Germany
WA9.BE,"WABASH NATL CORP. DL-,01",BER,,Germany
N9J.BE,"NAGACORP. LTD HD -,0125",BER,,Germany
NNS.BE,COREO AG O.N.,BER,Asset Management,Germany
NAQ.DU,"NASDAQ INC. DL -,01",DUS,,Germany
N2V.SG,Nat.Grocers by Vitamin CottageR,STU,,Germany
NTG.BE,NABALTEC AG INH.,BER,Chemicals - Major Diversified,Germany
NT1.SG,Nam Tai Property Inc. Registere,STU,,Germany
NY6.SG,"China Natural Resources, Inc.",STU,,Germany
3NSN.BE,"NANOSPHERE INC.NEW DL-,01",BER,,Germany
OQS.SG,Nanosonics Ltd. Registered Shar,STU,,Germany
N7G.BE,NANOGATE AG,BER,Rubber & Plastics,Germany
N9M.SG,Nautilus Minerals Inc. Register,STU,,Germany
NNM.MU,NANOMETRICS INC.,MUN,,Germany
N9M.BE,NAUTILUS MINERALS INC.,BER,,Germany
P6C.BE,NAGAMBIE RESOURCES LTD.,BER,,Germany
N7G.DU,NANOGATE AG,DUS,Rubber & Plastics,Germany
NAGE.MU,"NATL BK GREECE NAM.EO-,30",MUN,,Germany
NO8.SG,National Oilwell Varco Inc. Reg,STU,,Germany
NTG.DU,NABALTEC AG INH.,DUS,Chemicals - Major Diversified,Germany
0F1.SG,"NanoString Technologies, Inc.",STU,,Germany
LI5.SG,Liquefied Natural Gas Ltd. Regi,STU,,Germany
NAQ.BE,"NASDAQ INC. DL -,01",BER,,Germany
NO8.DU,"NATL OILWELL VARCO DL-,01",DUS,,Germany
NNGE.SG,National Grid PLC Reg. Shares N,STU,,Germany
NV3N.SG,Nanoviricides Inc. Registered S,STU,,Germany
N2F.BE,NANOFOCUS O.N.,BER,Scientific & Technical Instruments,Germany
NNS.DU,COREO AG O.N.,DUS,Asset Management,Germany
N9M.MU,NAUTILUS MINERALS INC.,MUN,,Germany
3LN.BE,"LIVE NATION ENTMT.DL -,01",BER,,Germany
5CM.BE,CHINA NATIONAL MAT. H YC1,BER,,Germany
NT1.BE,NAM TAI PROPERTY INC.,BER,,Germany
N9J.SG,NagaCorp. Ltd. Registered Share,STU,,Germany
NNGE.BE,NATIONAL GRID PLC NEW,BER,,Germany
NNGE.DE,National Grid plc,GER,,Germany
PNK.MU,"PIONEER NATURAL DL-,01",MUN,,Germany
NM4.BE,NATUS MEDICAL INC. DL-001,BER,,Germany
NRZ1.SG,Natural Resource Partners L.P.R,STU,,Germany
NV3N.BE,"NANOVIRICIDES NEW DL-,01",BER,,Germany
NI1.MU,"NATL INSTRUMENTS DL-,01",MUN,,Germany
NBH.MU,Hoftex Group AG,MUN,,Germany
NB6.SG,Noble Energy Inc. Registered Sh,STU,,Germany
NBQ.MU,ONEOK PARTNERS L.P. DL-01,MUN,,Germany
NB6.MU,"NOBLE ENERGY DL 0,01",MUN,,Germany
NB6.DU,"NOBLE ENERGY DL 0,01",DUS,,Germany
NB6.BE,"NOBLE ENERGY DL 0,01",BER,,Germany
NBFB.SG,Nolato AB (publ),STU,,Germany
NCGB.BE,NCC B FRIA SK 8,BER,,Germany
NCGB.SG,NCC AB Namn-Aktier B (fria) SK,STU,,Germany
NC0.BE,"NEWS CORP. A DL-,01",BER,,Germany
NCNB.BE,CONCORDIA MARIT.B FR.SK 8,BER,,Germany
NC0.MU,"NEWS CORP. A DL-,01",MUN,,Germany
NC2A.MU,"CNOOC LTD. ADR/100 HD-,02",MUN,,Germany
NC5A.SG,NorCom Information Techn.AG Inh,STU,Business Services,Germany
NC5A.MU,NORCOM INF.TECHN.AG,MUN,Business Services,Germany
NCYD.BE,"TELE2 AB B SK -,625",BER,,Germany
NCL.MU,NEW CN LIFE INSUR.H YC1,MUN,,Germany
NC0B.MU,"NEWS CORP. (NEW) B DL-,01",MUN,,Germany
NC5A.BE,NORCOM INF.TECHN.AG,BER,Business Services,Germany
NCYD.DU,"TELE2 AB B SK -,625",DUS,,Germany
NCR1.SG,NCR CORP. Registered Shares DL,STU,,Germany
NCYD.SG,"Tele2 AB Namn-Aktier B SK -,625",STU,,Germany
NCYD.MU,"TELE2 AB B SK -,625",MUN,,Germany
NCR1.MU,"NCR CORP. DL-,01",MUN,,Germany
NDA.DU,AURUBIS AG,DUS,Copper,Germany
NDX1.HM,NORDEX SE O.N.,HAM,,Germany
